site_url,author,headline,language,country,type
nytimes.com,alyson krueger,Spinning Goes to the Movies at ImaxShift,english,United States,legitimate
nytimes.com,sabrina tavernise,A Lesson for India in a Fog So Thick It Could Kill a Cow,english,United States,legitimate
nytimes.com,john r.,A Vehicle’s Sound System Can Be a Matter of Life and Death,english,United States,legitimate
nytimes.com,erin geiger,Cooper Hewitt Museum: A Mommy-and-Me Hot Spot,english,United States,legitimate
nytimes.com,ian austen,"Canada’s Big Dams Produce Clean Energy, and High Levels of Mercury",english,United States,legitimate
nytimes.com,robert p.,"The Rage of White, Christian America",english,United States,legitimate
nytimes.com,charles mcdermid,"Donald Trump, Shinzo Abe, Interpol: Your Friday Briefing",english,United States,legitimate
nytimes.com,tom voelk,"Video Review: Buick Envision, a Crossover With a Chinese Heritage",english,United States,legitimate
nytimes.com,phil galewitz,A Study Tests the Safety of Women Using Abortion Pills Sent by Mail,english,United States,legitimate
nytimes.com,keith bradsher,"In China-U.S. Trade War, Trump Would Have Weapons",english,United States,legitimate
nytimes.com,najim rahim,Taliban Strike German Consulate in Afghan City of Mazar-i-Sharif,english,United States,legitimate
nytimes.com,philip galanes,Mending Fences (Even When You Really Don’t Want To),english,United States,legitimate
nytimes.com,jennifer steinhauer,Chuck Schumer Prepares for His Next Challenge: Leading Senate Democrats,english,United States,legitimate
nytimes.com,christine hauser,"Aaron Schock, Ex-Illinois Congressman, Is Indicted",english,United States,legitimate
nytimes.com,jennifer saba,Yahoo’s Breach Gives Verizon Leverage in Deal Talks,english,United States,legitimate
nytimes.com,michael forsythe,Interpol Names Chinese Police Official as Its New President,english,United States,legitimate
nytimes.com,elizabeth olson,Law Firm Arnold & Porter to Merge With Rival Kaye Scholer,english,United States,legitimate
nytimes.com,james gorman,"Oh, for the Joy of a Tickled Rat",english,United States,legitimate
